"MetabolismID","MetabolismName","ChemicalFormula","State","Reference","Details"
"Dia_HMDB0029206","LysoPC(28:0/0:0)","C36H74NO7P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0029206"
"Dia_HMDB0029207","LysoPC(6:0/0:0)","C14H30NO7P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0029207"
"Dia_HMDB0029220","LysoPC(26:1(5Z)/0:0)","C34H68NO7P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0029220"
"Dia_HMDB0029221","LysoPC(28:1(5Z)/0:0)","C36H72NO7P","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0029221"
"Dia_HMDB0029940","Alginic acid","C12H20O12P2","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0029940"
"Dia_HMDB0030669","3-Feruloylquinic acid","C17H20O9","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0030669"
"Dia_HMDB0036634","Phlorizin","C21H24O10","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0036634"
"Dia_HMDB0041043","3alpha-Corosolic acid","C30H48O4","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0041043"
"Dia_HMDB0059570","trans-Nonachlor","C10H5Cl9","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0059570"
"Dia_HMDB0059571","Oxychlordane","C10H4Cl8O","['Solid']","NOT Available","https://hmdb.ca/metabolites/HMDB0059571"
"Dia_HMDB0060015","Phenol sulphate","C6H6O4S","['Solid']","PubMed:27275383 ,PubMed:25037050 ","https://hmdb.ca/metabolites/HMDB0060015"
"Dia_HMDB0060610","Hydroxyhexamide","C15H22N2O4S","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0060610"
"Dia_HMDB0060809","CD 1790","C25H27N7O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0060809"
"Dia_HMDB0060979","hydroxyrepaglinide","C27H36N2O5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0060979"
"Dia_HMDB0061005","repaglinide aromatic amine","C22H28N2O4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0061005"
"Dia_HMDB0061099","5-hydroxy saxagliptin","C18H25N3O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0061099"
"Dia_HMDB0061173","p-Chlorobenzenesulfonamide","C6H6ClNO2S","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0061173"
"Dia_HMDB0061640","3-Hydroxytetradecanoyl carnitine","C21H41NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0061640"
"Dia_HMDB0061642","3-hydroxyhexadecanoyl carnitine","C23H45NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0061642"
"Dia_HMDB0062179","AICA-riboside","C9H14N4O5","NOT Available","PubMed:16798121 ,PubMed:16798121 ,PubMed:16798121 ","https://hmdb.ca/metabolites/HMDB0062179"
"Dia_HMDB0062331","N-Arachidonoyl tyrosine","C29H41NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0062331"
"Dia_HMDB0062333","N-Docosahexaenoyl phenylalanine","C31H41NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0062333"
"Dia_HMDB0062336","N-Oleoyl phenylalanine","C27H43NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0062336"
"Dia_HMDB0062337","N-Oleoyl tyrosine","C27H43NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0062337"
"Dia_HMDB0062339","N-Palmitoyl phenylalanine","C25H41NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0062339"
"Dia_HMDB0062340","N-Palmitoyl tyrosine","C25H41NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0062340"
"Dia_HMDB0062342","N-Stearoyl phenylalanine","C27H45NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0062342"
"Dia_HMDB0062343","N-Stearoyl tyrosine","C27H45NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0062343"
"Dia_HMDB0240212","Dimethylguanidino valeric acid","C8H15N3O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0240212"
"Dia_HMDB0240453","4-Feruloylquinic acid","C17H20O9","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0240453"
"Dia_HMDB0240478","5-Feruloylquinic acid","C17H20O9","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0240478"
"Dia_HMDB0240578","4-Hydroxynonenal glutathione","C19H33N3O8S","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0240578"
"Dia_HMDB0240588","Myristoleoylcarnitine","C21H40NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0240588"
"Dia_HMDB0240756","(5Z,8Z)-Tetradecadienoylcarnitine","C21H37NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0240756"
"Dia_HMDB0240771","Acetyl-D-carnitine","C9H17NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0240771"
"Dia_HMDB0240773","DL-Acetylcarnitine","C9H17NO4","NOT Available","PubMed:26847922 ","https://hmdb.ca/metabolites/HMDB0240773"
"Dia_HMDB0240783","O-Palmitoylcarnitine","C23H45NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0240783"
"Dia_HMDB0240784","O-Propanoyl-D-carnitine","C10H19NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0240784"
"Dia_HMDB0241209","(9E)-Dodecenoylcarnitine","C19H35NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241209"
"Dia_HMDB0241210","4-Dodecenoylcarnitine","C19H35NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241210"
"Dia_HMDB0241211","11-Dodecenoylcarnitine","C19H35NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241211"
"Dia_HMDB0241212","5-Dodecenoylcarnitine","C19H35NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241212"
"Dia_HMDB0241213","7-Dodecenoylcarnitine","C19H35NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241213"
"Dia_HMDB0241214","8-Dodecenoylcarnitine","C19H35NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241214"
"Dia_HMDB0241215","2-Dodecenoylcarnitine","C19H35NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241215"
"Dia_HMDB0241216","3-Dodecenoylcarnitine","C19H35NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241216"
"Dia_HMDB0241217","6-Dodecenoylcarnitine","C19H35NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241217"
"Dia_HMDB0241359","(4Z)-Tetradec-4-enoylcarnitine","C21H39NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241359"
"Dia_HMDB0241360","(7Z)-Tetradec-7-enoylcarnitine","C21H39NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241360"
"Dia_HMDB0241375","(10Z,12E)-Tetradecadienoylcarnitine","C21H37NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241375"
"Dia_HMDB0241376","(6Z,9Z)-Tetradecadienoylcarnitine","C21H37NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241376"
"Dia_HMDB0241377","(2E,4E)-Tetradecadienoylcarnitine","C21H37NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241377"
"Dia_HMDB0241458","16-Hydroxyhexadecanoylcarnitine","C23H45NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241458"
"Dia_HMDB0241459","(2S)-2-Hydroxyhexadecanoylcarnitine","C23H45NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241459"
"Dia_HMDB0241460","5-Hydroxyhexadecanoylcarnitine","C23H45NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241460"
"Dia_HMDB0241461","7-Hydroxyhexadecanoylcarnitine","C23H45NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241461"
"Dia_HMDB0241462","8-Hydroxyhexadecanoylcarnitine","C23H45NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241462"
"Dia_HMDB0241463","9-Hydroxyhexadecanoylcarnitine","C23H45NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241463"
"Dia_HMDB0241464","10-Hydroxyhexadecanoylcarnitine","C23H45NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241464"
"Dia_HMDB0241465","11-Hydroxyhexadecanoylcarnitine","C23H45NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241465"
"Dia_HMDB0241466","12-Hydroxyhexadecanoylcarnitine","C23H45NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241466"
"Dia_HMDB0241467","13-Hydroxyhexadecanoylcarnitine","C23H45NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241467"
"Dia_HMDB0241468","6-Hydroxyhexadecanoylcarnitine","C23H45NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241468"
"Dia_HMDB0241656","4-Tiglylcarnitine","C12H21NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241656"
"Dia_HMDB0241657","(3E)-Tiglylcarnitine","C12H21NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241657"
"Dia_HMDB0241658","2-Tiglylcarnitine","C12H21NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241658"
"Dia_HMDB0241733","Octanedioylcarnitine","C15H27NO6","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241733"
"Dia_HMDB0241915","N-Nervonoyl Valine","C29H55NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241915"
"Dia_HMDB0241916","N-Oleoyl Glycine","C20H37NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241916"
"Dia_HMDB0241917","N-Linoleoyl Glycine","C20H35NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241917"
"Dia_HMDB0241918","N-Arachidonoyl Glycine","C22H35NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241918"
"Dia_HMDB0241919","N-Palmitoyl Alanine","C19H37NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241919"
"Dia_HMDB0241920","N-Palmitoyl Arginine","C22H44N4O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241920"
"Dia_HMDB0241921","N-Palmitoyl Asparagine","C20H38N2O4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241921"
"Dia_HMDB0241922","N-Palmitoyl Aspartic acid","C20H37NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241922"
"Dia_HMDB0241923","N-Palmitoyl Cysteine","C19H37NO3S","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241923"
"Dia_HMDB0241924","N-Palmitoyl Glutamine","C21H40N2O4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241924"
"Dia_HMDB0241925","N-Palmitoyl Glutamic acid","C21H39NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241925"
"Dia_HMDB0241926","N-Palmitoyl Histidine","C22H39N3O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241926"
"Dia_HMDB0241927","N-Palmitoyl Isoleucine","C22H43NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241927"
"Dia_HMDB0241928","N-Palmitoyl Leucine","C22H43NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241928"
"Dia_HMDB0241929","N-Palmitoyl Lysine","C22H44N2O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241929"
"Dia_HMDB0241930","N-Palmitoyl Methionine","C21H41NO3S","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241930"
"Dia_HMDB0241931","N-Palmitoyl Proline","C21H39NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241931"
"Dia_HMDB0241932","N-Palmitoyl Serine","C19H37NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241932"
"Dia_HMDB0241933","N-Palmitoyl Threonine","C20H39NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241933"
"Dia_HMDB0241934","N-Palmitoyl Tryptophan","C27H42N2O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241934"
"Dia_HMDB0241935","N-Palmitoyl Valine","C21H41NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241935"
"Dia_HMDB0241936","N-Stearoyl Alanine","C21H41NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241936"
"Dia_HMDB0241937","N-Stearoyl Arginine","C24H48N4O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241937"
"Dia_HMDB0241938","N-Stearoyl Asparagine","C22H42N2O4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241938"
"Dia_HMDB0241939","N-Stearoyl Aspartic acid","C22H41NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241939"
"Dia_HMDB0241940","N-Stearoyl Cysteine","C21H41NO3S","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241940"
"Dia_HMDB0241941","N-Stearoyl Glutamine","C23H44N2O4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241941"
"Dia_HMDB0241942","N-Stearoyl Glutamic acid","C23H43NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241942"
"Dia_HMDB0241943","N-Stearoyl Histidine","C24H43N3O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241943"
"Dia_HMDB0241944","N-Stearoyl Isoleucine","C24H47NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241944"
"Dia_HMDB0241945","N-Stearoyl Leucine","C24H47NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241945"
"Dia_HMDB0241946","N-Stearoyl Lysine","C24H48N2O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241946"
"Dia_HMDB0241947","N-Stearoyl Methionine","C23H45NO3S","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241947"
"Dia_HMDB0241948","N-Stearoyl Proline","C23H43NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241948"
"Dia_HMDB0241949","N-Stearoyl Serine","C21H41NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241949"
"Dia_HMDB0241950","N-Stearoyl Threonine","C22H43NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241950"
"Dia_HMDB0241951","N-Stearoyl Tryptophan","C29H46N2O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241951"
"Dia_HMDB0241952","N-Stearoyl Valine","C23H45NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241952"
"Dia_HMDB0241953","N-Oleoyl Alanine","C21H39NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241953"
"Dia_HMDB0241954","N-Oleoyl Arginine","C24H46N4O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241954"
"Dia_HMDB0241955","N-Oleoyl Asparagine","C22H40N2O4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241955"
"Dia_HMDB0241956","N-Oleoyl Aspartic acid","C22H39NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241956"
"Dia_HMDB0241957","N-Oleoyl Cysteine","C21H39NO3S","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241957"
"Dia_HMDB0241958","N-Oleoyl Glutamine","C23H42N2O4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241958"
"Dia_HMDB0241959","N-Oleoyl Glutamic acid","C23H41NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241959"
"Dia_HMDB0241960","N-Oleoyl Histidine","C24H41N3O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241960"
"Dia_HMDB0241961","N-Oleoyl Isoleucine","C24H45NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241961"
"Dia_HMDB0241962","N-Oleoyl Leucine","C24H45NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241962"
"Dia_HMDB0241975","N-Linoleoyl Glutamine","C23H40N2O4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241975"
"Dia_HMDB0241976","N-Linoleoyl Glutamic acid","C23H39NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241976"
"Dia_HMDB0241977","N-Linoleoyl Histidine","C24H39N3O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241977"
"Dia_HMDB0241978","N-Linoleoyl Isoleucine","C24H43NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241978"
"Dia_HMDB0241979","N-Linoleoyl Leucine","C24H43NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241979"
"Dia_HMDB0241980","N-Linoleoyl Lysine","C24H44N2O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241980"
"Dia_HMDB0241981","N-Linoleoyl Methionine","C23H41NO3S","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241981"
"Dia_HMDB0241982","N-Linoleoyl Phenylalanine","C27H41NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241982"
"Dia_HMDB0241983","N-Linoleoyl Proline","C23H39NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241983"
"Dia_HMDB0241984","N-Linoleoyl Serine","C21H37NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241984"
"Dia_HMDB0241985","N-Linoleoyl Threonine","C22H39NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241985"
"Dia_HMDB0241986","N-Linoleoyl Tryptophan","C29H42N2O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241986"
"Dia_HMDB0241987","N-Linoleoyl Tyrosine","C27H41NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241987"
"Dia_HMDB0241988","N-Linoleoyl Valine","C23H41NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241988"
"Dia_HMDB0241989","N-Arachidonoyl Alanine","C23H37NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241989"
"Dia_HMDB0241990","N-Arachidonoyl Arginine","C26H44N4O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241990"
"Dia_HMDB0241991","N-Arachidonoyl Asparagine","C24H38N2O4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241991"
"Dia_HMDB0241992","N-Arachidonoyl Aspartic acid","C24H37NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241992"
"Dia_HMDB0241993","N-Arachidonoyl Cysteine","C23H37NO3S","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241993"
"Dia_HMDB0241994","N-Arachidonoyl Glutamine","C25H40N2O4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241994"
"Dia_HMDB0241995","N-Arachidonoyl Glutamic acid","C25H39NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241995"
"Dia_HMDB0241996","N-Arachidonoyl Histidine","C26H39N3O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241996"
"Dia_HMDB0241997","N-Arachidonoyl Isoleucine","C26H43NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241997"
"Dia_HMDB0241998","N-Arachidonoyl Leucine","C26H43NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241998"
"Dia_HMDB0241999","N-Arachidonoyl Lysine","C26H44N2O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0241999"
"Dia_HMDB0242000","N-Arachidonoyl Methionine","C25H41NO3S","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242000"
"Dia_HMDB0242001","N-Arachidonoyl Phenylalanine","C29H41NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242001"
"Dia_HMDB0242002","N-Arachidonoyl Proline","C25H39NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242002"
"Dia_HMDB0242003","N-Arachidonoyl Serine","C23H37NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242003"
"Dia_HMDB0242004","N-Arachidonoyl Threonine","C24H39NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242004"
"Dia_HMDB0242005","N-Arachidonoyl Tryptophan","C31H42N2O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242005"
"Dia_HMDB0242006","N-Arachidonoyl Valine","C25H41NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242006"
"Dia_HMDB0242007","N-Docosahexaenoyl Alanine","C25H37NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242007"
"Dia_HMDB0242008","N-Docosahexaenoyl Arginine","C28H44N4O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242008"
"Dia_HMDB0242009","N-Docosahexaenoyl Asparagine","C26H38N2O4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242009"
"Dia_HMDB0242010","N-Docosahexaenoyl Aspartic acid","C26H37NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242010"
"Dia_HMDB0242011","N-Docosahexaenoyl Cysteine","C25H37NO3S","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242011"
"Dia_HMDB0242012","N-Docosahexaenoyl Glutamine","C27H40N2O4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242012"
"Dia_HMDB0242013","N-Docosahexaenoyl Glutamic acid","C27H39NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242013"
"Dia_HMDB0242014","N-Docosahexaenoyl Glycine","C24H35NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242014"
"Dia_HMDB0242015","N-Docosahexaenoyl Histidine","C28H39N3O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242015"
"Dia_HMDB0242016","N-Docosahexaenoyl Isoleucine","C28H43NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242016"
"Dia_HMDB0242017","N-Docosahexaenoyl Leucine","C28H43NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242017"
"Dia_HMDB0242018","N-Docosahexaenoyl Lysine","C28H44N2O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242018"
"Dia_HMDB0242019","N-Docosahexaenoyl Methionine","C27H41NO3S","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242019"
"Dia_HMDB0242020","N-Docosahexaenoyl Proline","C27H39NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242020"
"Dia_HMDB0242021","N-Docosahexaenoyl Serine","C25H37NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242021"
"Dia_HMDB0242022","N-Docosahexaenoyl Threonine","C26H39NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242022"
"Dia_HMDB0242023","N-Docosahexaenoyl Tryptophan","C33H42N2O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242023"
"Dia_HMDB0242024","N-Docosahexaenoyl Tyrosine","C31H41NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242024"
"Dia_HMDB0242025","N-Docosahexaenoyl Valine","C27H41NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242025"
"Dia_HMDB0242026","N-Lauroyl Alanine","C15H29NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242026"
"Dia_HMDB0242027","N-Lauroyl Arginine","C18H36N4O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242027"
"Dia_HMDB0242028","N-Lauroyl Asparagine","C16H30N2O4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242028"
"Dia_HMDB0242029","N-Lauroyl Aspartic acid","C16H29NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242029"
"Dia_HMDB0242030","N-Lauroyl Cysteine","C15H29NO3S","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242030"
"Dia_HMDB0242031","N-Lauroyl Glutamine","C17H32N2O4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242031"
"Dia_HMDB0242032","N-Lauroyl Glutamic acid","C17H31NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242032"
"Dia_HMDB0242033","N-Lauroyl Histidine","C18H31N3O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242033"
"Dia_HMDB0242034","N-Lauroyl Isoleucine","C18H35NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242034"
"Dia_HMDB0242035","N-Lauroyl Leucine","C18H35NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242035"
"Dia_HMDB0242036","N-Lauroyl Lysine","C18H36N2O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242036"
"Dia_HMDB0242037","N-Lauroyl Methionine","C17H33NO3S","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242037"
"Dia_HMDB0242038","N-Lauroyl Phenylalanine","C21H33NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242038"
"Dia_HMDB0242039","N-Lauroyl Proline","C17H31NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242039"
"Dia_HMDB0242040","N-Lauroyl Serine","C15H29NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242040"
"Dia_HMDB0242041","N-Lauroyl Threonine","C16H31NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242041"
"Dia_HMDB0242042","N-Lauroyl Tryptophan","C23H34N2O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242042"
"Dia_HMDB0242043","N-Lauroyl Tyrosine","C21H33NO4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242043"
"Dia_HMDB0242044","N-Lauroyl Valine","C17H33NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242044"
"Dia_HMDB0242045","N-Myristoyl Alanine","C17H33NO3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242045"
"Dia_HMDB0242046","N-Myristoyl Arginine","C20H40N4O3","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242046"
"Dia_HMDB0242047","N-Myristoyl Asparagine","C18H34N2O4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242047"
"Dia_HMDB0242048","N-Myristoyl Aspartic acid","C18H33NO5","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242048"
"Dia_HMDB0242049","N-Myristoyl Cysteine","C17H33NO3S","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242049"
"Dia_HMDB0242050","N-Myristoyl Glutamine","C19H36N2O4","NOT Available","NOT Available","https://hmdb.ca/metabolites/HMDB0242050"
